"ZCTA5CE10,C,5","GEOID10,C,5","CLASSFP10,C,2","MTFCC10,C,5","FUNCSTAT10,C,1","ALAND10,N,14,0","AWATER10,N,14,0","INTPTLAT10,C,11","INTPTLON10,C,12"
37361,37361,B5,G6350,S,47586383,2914269,35.1014711,-84.6866446
53526,53526,B5,G6350,S,21100011,0,42.9740511,-90.3436064
61842,61842,B5,G6350,S,257724891,2782025,40.2386770,-88.6653946
53527,53527,B5,G6350,S,93093927,82147,43.0513571,-89.1922572
61843,61843,B5,G6350,S,98373650,405882,40.3172413,-88.3739027
53528,53528,B5,G6350,S,121060520,911419,43.1183001,-89.6380136
53529,53529,B5,G6350,S,94769780,627416,43.2425580,-89.5146905
61844,61844,B5,G6350,S,150290558,19113,40.1429666,-87.8692075
61845,61845,B5,G6350,S,78019100,390629,40.3736206,-88.3968137
53530,53530,B5,G6350,S,345724437,0,42.6938288,-90.1058903
61846,61846,B5,G6350,S,113269169,232181,39.9772517,-87.6075376
53531,53531,B5,G6350,S,109619599,195898,43.0622164,-89.1023929
61847,61847,B5,G6350,S,80641586,54984,40.3193021,-88.0112425
61848,61848,B5,G6350,S,2003491,0,40.3080604,-87.7027714
61849,61849,B5,G6350,S,148896161,574712,40.0142263,-87.9673702
61850,61850,B5,G6350,S,89168370,123200,39.9310081,-87.7385813
61851,61851,B5,G6350,S,88467999,0,39.9608195,-88.4347235
53532,53532,B5,G6350,S,140140519,814317,43.2502038,-89.3263292
61852,61852,B5,G6350,S,51003040,0,39.9031522,-88.0757988
61853,61853,B5,G6350,S,125403920,1011789,40.2149558,-88.4211710
53533,53533,B5,G6350,S,372714011,940385,42.9967368,-90.1621789
61854,61854,B5,G6350,S,138919782,158306,40.1998724,-88.5293281
61855,61855,B5,G6350,S,26399907,0,39.9221387,-88.6609290
53534,53534,B5,G6350,S,210563190,8084094,42.8608232,-89.0933096
61856,61856,B5,G6350,S,270130184,314884,40.0267619,-88.5801176
61857,61857,B5,G6350,S,619765,0,40.1165537,-87.8422799
53536,53536,B5,G6350,S,244914026,1102067,42.7612331,-89.2678618
2536,2536,B5,G6350,S,71676332,9035732,41.5963048,-70.5674667
2537,2537,B5,G6350,S,31606612,1323314,41.7284214,-70.4358105
2538,2538,B5,G6350,S,11759095,1201019,41.7773631,-70.6422276
2539,2539,B5,G6350,S,69445833,53089122,41.3776550,-70.5220800
2540,2540,B5,G6350,S,27756712,4540829,41.5738806,-70.6320490
2542,2542,B5,G6350,S,79586086,127974,41.7078392,-70.5455195
2543,2543,B5,G6350,S,25725547,52348180,41.4789740,-70.7669110
2553,2553,B5,G6350,S,636144,1769251,41.7125265,-70.6207473
2554,2554,B5,G6350,S,104371108,42439862,41.2910715,-70.0933285
2556,2556,B5,G6350,S,10012039,1185580,41.6394454,-70.6245149
2557,2557,B5,G6350,S,18670146,11118560,41.4417130,-70.5761430
2558,2558,B5,G6350,S,3183298,2714451,41.7450170,-70.6535130
2559,2559,B5,G6350,S,13032609,3840929,41.6902429,-70.6162831
2561,2561,B5,G6350,S,1591747,218387,41.7667368,-70.5405950
2562,2562,B5,G6350,S,8730844,782396,41.7872087,-70.5267169
2563,2563,B5,G6350,S,34225432,2716367,41.7281369,-70.4765487
2564,2564,B5,G6350,S,14885974,2816833,41.2719344,-69.9844153
75137,75137,B5,G6350,S,15759240,15921,32.6432116,-96.9164680
75140,75140,B5,G6350,S,290749885,5954455,32.6465729,-95.6875313
75141,75141,B5,G6350,S,29536870,1989236,32.6373325,-96.6976088
75142,75142,B5,G6350,S,449172241,5723766,32.5681628,-96.2502144
75143,75143,B5,G6350,S,460607829,63799958,32.3666864,-96.2450394
75144,75144,B5,G6350,S,444890826,43643883,32.1083877,-96.2079546
75146,75146,B5,G6350,S,85966214,537290,32.5645180,-96.7522227
75147,75147,B5,G6350,S,242805267,6565616,32.4366759,-96.0795577
75148,75148,B5,G6350,S,226655058,15813792,32.1262213,-96.0241305
75149,75149,B5,G6350,S,41127110,167560,32.7733689,-96.6188105
75150,75150,B5,G6350,S,33060132,31191,32.8173991,-96.6304156
75152,75152,B5,G6350,S,106212114,885801,32.4398710,-96.6780508
75153,75153,B5,G6350,S,60895951,3262865,32.1582646,-96.3296323
75154,75154,B5,G6350,S,121751209,69148,32.5217727,-96.8073149
75155,75155,B5,G6350,S,98553487,1606314,32.2291128,-96.4755085
75156,75156,B5,G6350,S,81082562,42082492,32.2777586,-96.1053322
75157,75157,B5,G6350,S,4352080,78210,32.4647560,-96.4395197
70464,70464,B5,G6350,S,25702598,90670,30.5511949,-89.9190077
75158,75158,B5,G6350,S,227734418,2879694,32.4628311,-96.4021313
70465,70465,B5,G6350,S,12713450,80199,30.8562587,-90.5239299
80476,80476,B5,G6350,S,148827742,36622,39.6706285,-105.8343433
80477,80477,B5,G6350,S,69520,0,40.4863910,-106.8293537
80478,80478,B5,G6350,S,108370030,421723,40.0290015,-105.8528131
70466,70466,B5,G6350,S,81717772,598308,30.5687142,-90.5007611
80479,80479,B5,G6350,S,292100334,346102,40.0359116,-106.8144972
75159,75159,B5,G6350,S,155716489,12506540,32.6045429,-96.5435378
70471,70471,B5,G6350,S,76084601,4416005,30.4070384,-90.0634214
80480,80480,B5,G6350,S,3939433599,18154072,40.6728876,-106.3415656
80481,80481,B5,G6350,S,185478550,3410848,40.1014108,-105.5767641
75160,75160,B5,G6350,S,310746523,2090021,32.7584080,-96.3013232
80482,80482,B5,G6350,S,336140200,73649,39.8923412,-105.7859710
80483,80483,B5,G6350,S,225266306,175822,40.0917979,-106.9359802
70501,70501,B5,G6350,S,40451182,107795,30.2418323,-91.9910394
42044,42044,B5,G6350,S,61716752,33230518,36.9575817,-88.2632028
48506,48506,B5,G6350,S,48995588,2188550,43.0674720,-83.6243923
42045,42045,B5,G6350,S,93104927,10128311,37.0639931,-88.2630968
42047,42047,B5,G6350,S,56353392,211358,37.2950415,-88.3993524
42048,42048,B5,G6350,S,68043322,10457575,36.7657052,-88.2285820
42049,42049,B5,G6350,S,110141001,210526,36.5211380,-88.3337561
48507,48507,B5,G6350,S,53953947,551202,42.9669664,-83.7173591
42050,42050,B5,G6350,S,301995302,28900711,36.5554213,-89.2192742
42051,42051,B5,G6350,S,145367132,1457170,36.8507281,-88.6471737
48509,48509,B5,G6350,S,22947543,118235,43.0239407,-83.6047091
48519,48519,B5,G6350,S,20000278,24138,42.9818911,-83.6049529
48529,48529,B5,G6350,S,12790900,34971,42.9703379,-83.6585901
42053,42053,B5,G6350,S,302384340,32502927,37.1126488,-88.8778230
42054,42054,B5,G6350,S,75508905,769232,36.7144539,-88.4334566
48532,48532,B5,G6350,S,39639715,233829,43.0110682,-83.7948753
48551,48551,B5,G6350,S,964147,0,42.9809938,-83.7168996
48553,48553,B5,G6350,S,527955,0,42.9778311,-83.7235483
48554,48554,B5,G6350,S,471419,0,42.9758813,-83.7907344
27201,27201,B5,G6350,S,342167,10102,36.0341723,-79.4848287
27203,27203,B5,G6350,S,56671191,202483,35.7284639,-79.7865270
27205,27205,B5,G6350,S,579455287,3352907,35.6382587,-79.8508662
27207,27207,B5,G6350,S,220131856,685301,35.6076129,-79.3905175
27208,27208,B5,G6350,S,100707703,170092,35.5632305,-79.5429277
27209,27209,B5,G6350,S,118222159,366468,35.3431019,-79.7534419
27212,27212,B5,G6350,S,125470446,333393,36.4809670,-79.2798562
27214,27214,B5,G6350,S,124491465,6099452,36.2060550,-79.6711260
27215,27215,B5,G6350,S,161203888,4812354,36.0270987,-79.4917994
27217,27217,B5,G6350,S,318965510,9317598,36.1909450,-79.3801853
27229,27229,B5,G6350,S,228267580,397790,35.2656322,-79.7757333
27231,27231,B5,G6350,S,94108665,1675755,36.2077199,-79.1694201
27233,27233,B5,G6350,S,63360080,328068,35.8925121,-79.7049800
27235,27235,B5,G6350,S,35109559,99676,36.0920281,-80.0114425
27239,27239,B5,G6350,S,390816371,6773511,35.6006596,-80.0902264
27242,27242,B5,G6350,S,139720242,628123,35.3296566,-79.6489549
27243,27243,B5,G6350,S,102613213,708511,36.0669164,-79.1981478
27244,27244,B5,G6350,S,130696026,1684468,36.2153772,-79.4863698
27248,27248,B5,G6350,S,89261987,532388,35.7832957,-79.7163307
27249,27249,B5,G6350,S,149508315,1975122,36.1541407,-79.5823894
27252,27252,B5,G6350,S,110957231,378141,35.5666138,-79.3497583
27253,27253,B5,G6350,S,228198620,4878935,35.9661659,-79.3473611
27258,27258,B5,G6350,S,44195496,591190,36.0108018,-79.2911976
27260,27260,B5,G6350,S,31467287,102355,35.9544670,-79.9878820
27262,27262,B5,G6350,S,34085447,16395,35.9631296,-80.0416675
27263,27263,B5,G6350,S,101001856,1504025,35.9115216,-79.9367987
27265,27265,B5,G6350,S,109012598,3190617,36.0123051,-80.0309493
27278,27278,B5,G6350,S,262556156,2234207,36.0901953,-79.0869286
27281,27281,B5,G6350,S,134727692,296569,35.1874423,-79.6251154
27282,27282,B5,G6350,S,35711294,569125,35.9889567,-79.9282820
27283,27283,B5,G6350,S,68220190,586434,35.9514740,-79.6354182
27284,27284,B5,G6350,S,206950246,1660510,36.1193332,-80.0773421
27288,27288,B5,G6350,S,175381477,2121804,36.4976449,-79.7500154
27291,27291,B5,G6350,S,131417544,4495224,36.4183159,-79.1684283
27292,27292,B5,G6350,S,376550469,23311283,35.7383250,-80.2075465
27295,27295,B5,G6350,S,330452861,2657999,35.8717669,-80.3101798
27298,27298,B5,G6350,S,246118357,2433810,35.8851152,-79.5675454
27299,27299,B5,G6350,S,71281926,3774631,35.7523237,-80.3861487
27301,27301,B5,G6350,S,86383872,1014054,36.1135101,-79.6656557
27302,27302,B5,G6350,S,302410766,5023075,36.1420299,-79.2661809
43529,43529,B5,G6350,S,1864282,0,41.1876053,-83.7815852
43531,43531,B5,G6350,S,446557,0,41.6350441,-84.4956661
43532,43532,B5,G6350,S,120960012,2450060,41.4504965,-83.9749671
43533,43533,B5,G6350,S,64824313,303902,41.6918840,-84.0815567
43534,43534,B5,G6350,S,95588410,778138,41.3496110,-83.9269810
43535,43535,B5,G6350,S,62108155,0,41.3072797,-84.0220343
43536,43536,B5,G6350,S,39890395,0,41.3097940,-84.6328946
43537,43537,B5,G6350,S,47499240,2110551,41.5747944,-83.6867007
43540,43540,B5,G6350,S,49050037,172322,41.6928458,-83.9280254
43541,43541,B5,G6350,S,1008158,0,41.3007553,-83.8295360
43542,43542,B5,G6350,S,37630244,0,41.5666651,-83.7650324
43543,43543,B5,G6350,S,227154450,2307840,41.6064888,-84.6453462
43545,43545,B5,G6350,S,344710982,6133698,41.3908844,-84.1273369
43547,43547,B5,G6350,S,1121931,0,41.4921602,-83.8763158
43548,43548,B5,G6350,S,61608923,0,41.1853343,-84.1751158
43549,43549,B5,G6350,S,78298925,62728,41.3712031,-84.5207540
43551,43551,B5,G6350,S,204939851,3201245,41.5179514,-83.5720038
43553,43553,B5,G6350,S,423935,0,41.5312274,-84.2288363
43554,43554,B5,G6350,S,89218872,766143,41.6584215,-84.5634914
43555,43555,B5,G6350,S,1063190,0,41.4341293,-84.2543218
43556,43556,B5,G6350,S,82488293,406385,41.3033043,-84.5637286
43557,43557,B5,G6350,S,114502597,298455,41.4873857,-84.3924662
43558,43558,B5,G6350,S,215013657,646947,41.5939716,-83.8786533
43560,43560,B5,G6350,S,54104798,192265,41.7005910,-83.7388517
43565,43565,B5,G6350,S,469978,0,41.4199707,-83.7401071
43566,43566,B5,G6350,S,50962439,2341609,41.4926527,-83.7533900
43567,43567,B5,G6350,S,292783380,892862,41.5803451,-84.1610652
84401,84401,B5,G6350,S,76407996,820720,41.2120121,-112.0345641
73145,73145,B5,G6350,S,15086942,0,35.4190906,-97.3940463
73149,73149,B5,G6350,S,13589800,0,35.3894094,-97.4893275
71960,71960,B5,G6350,S,392660060,453041,34.4903385,-93.7113668
73150,73150,B5,G6350,S,49049949,254231,35.4012377,-97.3298758
73151,73151,B5,G6350,S,7476709,34115,35.5716808,-97.4165603
71961,71961,B5,G6350,S,226104589,1829431,34.6003155,-93.8383599
84403,84403,B5,G6350,S,93231892,32386,41.2149912,-111.8895890
71962,71962,B5,G6350,S,428812875,213600,34.0361950,-93.3227452
71964,71964,B5,G6350,S,89175435,121527,34.4241338,-93.2407307
73159,73159,B5,G6350,S,31718508,191163,35.3878548,-97.5788345
71965,71965,B5,G6350,S,56503068,390423,34.6704847,-93.7465710
71968,71968,B5,G6350,S,254537618,37026582,34.5241714,-93.2904959
71969,71969,B5,G6350,S,85824399,1034213,34.6692421,-93.6292099
71970,71970,B5,G6350,S,199880662,13200381,34.6689345,-93.4891540
71971,71971,B5,G6350,S,171548112,213240,34.3040216,-94.0342570
71972,71972,B5,G6350,S,75791407,372375,34.3828911,-94.2768624
73160,73160,B5,G6350,S,58176581,864972,35.3324382,-97.4752173
71973,71973,B5,G6350,S,204280326,1264709,34.3018822,-94.3189864
71998,71998,B5,G6350,S,93585,0,34.1263845,-93.0552858
71999,71999,B5,G6350,S,159776,0,34.1274583,-93.0590669
84404,84404,B5,G6350,S,241328626,3538120,41.2694732,-112.1176448
72001,72001,B5,G6350,S,65798782,154177,35.0583514,-92.8858457
73162,73162,B5,G6350,S,18035303,394443,35.5820109,-97.6409283
94508,94508,B5,G6350,S,45184693,413187,38.5766179,-122.4443883
94509,94509,B5,G6350,S,42584575,3582562,37.9965006,-121.8123009
94510,94510,B5,G6350,S,72393637,8705566,38.0980706,-122.1359397
94511,94511,B5,G6350,S,14461942,0,38.0289395,-121.6405212
94512,94512,B5,G6350,S,52217900,28204,38.1348519,-121.8341563
94513,94513,B5,G6350,S,196119483,4820993,37.9222276,-121.6683590
94514,94514,B5,G6350,S,74295333,447730,37.8263717,-121.6225460
94515,94515,B5,G6350,S,273626107,472665,38.6348225,-122.6150507
94516,94516,B5,G6350,S,2264978,0,37.8339014,-122.1650340
94517,94517,B5,G6350,S,148184665,0,37.8902169,-121.8783538
94518,94518,B5,G6350,S,14085414,0,37.9503623,-122.0220389
94519,94519,B5,G6350,S,11343042,0,37.9884511,-122.0130006
94520,94520,B5,G6350,S,26130483,0,37.9952866,-122.0406261
94521,94521,B5,G6350,S,33601103,0,37.9560116,-121.9561940
94523,94523,B5,G6350,S,18746949,0,37.9541310,-122.0761395
94525,94525,B5,G6350,S,6093364,1834899,38.0529515,-122.2320944
94526,94526,B5,G6350,S,38668310,5258,37.8146133,-121.9905515
94528,94528,B5,G6350,S,6072658,0,37.8456012,-121.9506119
94530,94530,B5,G6350,S,12496438,0,37.9215605,-122.2983366
94531,94531,B5,G6350,S,28348259,0,37.9657646,-121.7758176
94533,94533,B5,G6350,S,55949518,341605,38.2807448,-122.0063799
94534,94534,B5,G6350,S,205029616,1545553,38.2445476,-122.1350876
94535,94535,B5,G6350,S,9871382,18644,38.2822211,-121.9247148
94536,94536,B5,G6350,S,37763519,11692,37.5705083,-121.9812503
94538,94538,B5,G6350,S,42636162,455258,37.5013676,-121.9567530
94539,94539,B5,G6350,S,65839517,0,37.5169087,-121.9117666
94541,94541,B5,G6350,S,19237151,61591,37.6739447,-122.0848208
48819,48819,B5,G6350,S,115129414,181301,42.5473958,-84.2809939
39571,39571,B5,G6350,S,220207541,10701271,30.4200665,-89.2750429
42461,42461,B5,G6350,S,93753652,18972002,37.7973972,-87.8892159
39572,39572,B5,G6350,S,27905244,1156017,30.2513035,-89.6010198
42462,42462,B5,G6350,S,114428259,2049287,37.7439816,-87.8017184
42463,42463,B5,G6350,S,5466559,157686,37.4726196,-87.8694519
48820,48820,B5,G6350,S,170116419,1438398,42.8639131,-84.5922960
42464,42464,B5,G6350,S,158083690,4722756,37.1812528,-87.3561589
48821,48821,B5,G6350,S,54903158,1040194,42.6411710,-84.6474172
48822,48822,B5,G6350,S,83805180,738053,42.8352789,-84.7631278
39573,39573,B5,G6350,S,1028463335,7805366,30.7309966,-89.0933975
42501,42501,B5,G6350,S,517425865,9986012,37.0561927,-84.4509023
39574,39574,B5,G6350,S,590075265,4035544,30.6101324,-89.0917665
48823,48823,B5,G6350,S,58070649,563564,42.7640506,-84.4599382
48825,48825,B5,G6350,S,3213319,70516,42.7276040,-84.4814203
39576,39576,B5,G6350,S,16817076,88958,30.2900816,-89.3832781
42503,42503,B5,G6350,S,334932859,10396309,37.1649600,-84.5193992
42516,42516,B5,G6350,S,34846218,50407,37.2221537,-84.7860314
42518,42518,B5,G6350,S,65732673,5422297,36.9423696,-84.6326462
48827,48827,B5,G6350,S,289216710,2073861,42.5093186,-84.6604397
42519,42519,B5,G6350,S,127694007,7715161,36.9553066,-84.5350398
39577,39577,B5,G6350,S,661975813,3793717,30.9047292,-89.0864880
48829,48829,B5,G6350,S,169719271,499404,43.3982054,-85.0153780
42528,42528,B5,G6350,S,126878451,943052,37.1818017,-85.0233680
42533,42533,B5,G6350,S,3798791,3221,37.0721946,-84.5923547
48831,48831,B5,G6350,S,188522072,633749,43.0962186,-84.3724876
48832,48832,B5,G6350,S,67139626,427449,43.4118826,-84.7765816
39581,39581,B5,G6350,S,50907945,2305062,30.3571008,-88.4893234
48834,48834,B5,G6350,S,119804587,2239061,43.1325854,-85.0321140
42539,42539,B5,G6350,S,548898777,1960417,37.3090818,-84.9509784
42541,42541,B5,G6350,S,40088031,272186,37.3588837,-84.7943428
48835,48835,B5,G6350,S,145002344,1097957,43.0249034,-84.7490569
48836,48836,B5,G6350,S,240856398,871869,42.6693193,-84.0765833
42544,42544,B5,G6350,S,377227225,39779540,37.0299484,-84.8151249
42553,42553,B5,G6350,S,161163852,1998062,37.1562375,-84.6975837
42565,42565,B5,G6350,S,69445753,76188,37.1589756,-84.8892762
95916,95916,B5,G6350,S,250762137,20002978,39.6655389,-121.3519555
95917,95917,B5,G6350,S,178476113,1084307,39.4096859,-121.7566527
95918,95918,B5,G6350,S,178950871,5187134,39.3012294,-121.3379292
95919,95919,B5,G6350,S,64005514,0,39.4328816,-121.2611427
95920,95920,B5,G6350,S,178912999,616634,39.4497945,-121.9363724
95922,95922,B5,G6350,S,162637796,10984560,39.4882862,-121.0668511
95923,95923,B5,G6350,S,25728581,0,40.1337280,-121.0926933
95925,95925,B5,G6350,S,86259092,5353034,39.4841083,-121.1926490
95926,95926,B5,G6350,S,19815822,0,39.7456276,-121.8438340
95928,95928,B5,G6350,S,356254057,6215467,39.6857096,-121.8440838
95930,95930,B5,G6350,S,43478166,431288,39.5468871,-121.1762149
95932,95932,B5,G6350,S,321650650,5093703,39.2664692,-121.9786035
95934,95934,B5,G6350,S,53897965,42048,40.0600999,-120.9079574
95935,95935,B5,G6350,S,61152465,187248,39.3793437,-121.1922610
95936,95936,B5,G6350,S,271773226,171344,39.6053832,-120.8110130
95937,95937,B5,G6350,S,131738000,0,38.8852443,-121.9990391
95938,95938,B5,G6350,S,186139045,94302,39.6047133,-121.7952880
95939,95939,B5,G6350,S,792184946,8000853,39.5719825,-122.5808268
95941,95941,B5,G6350,S,40931903,91441,39.5163136,-121.2509345
95942,95942,B5,G6350,S,144775490,40386,40.0194500,-121.5666350
95943,95943,B5,G6350,S,163942687,5615758,39.5848072,-122.0322971
95944,95944,B5,G6350,S,130825646,302289,39.4952660,-120.9438112
95945,95945,B5,G6350,S,166345621,2308588,39.1963867,-120.9722894
95946,95946,B5,G6350,S,108408153,2799366,39.2155858,-121.2032398
95947,95947,B5,G6350,S,338122425,0,40.1745661,-120.8197556
95948,95948,B5,G6350,S,202076967,668657,39.3392635,-121.7707851
95949,95949,B5,G6350,S,361484636,483990,39.0992301,-121.1388483
95950,95950,B5,G6350,S,132069188,546053,39.0434473,-121.9180988
95951,95951,B5,G6350,S,47587859,2493719,39.7225122,-122.0044327
95953,95953,B5,G6350,S,294621203,700117,39.2590224,-121.7768256
95954,95954,B5,G6350,S,183961855,3214494,39.8846537,-121.5867885
95955,95955,B5,G6350,S,318560893,79234,39.2945158,-122.2017152
95956,95956,B5,G6350,S,175422645,22135,39.8382880,-121.1342345
95957,95957,B5,G6350,S,180957469,1633015,39.0609213,-121.8271551
95959,95959,B5,G6350,S,642098176,3739856,39.3478111,-120.9187284
95960,95960,B5,G6350,S,125064713,139521,39.4032165,-121.0344858
95961,95961,B5,G6350,S,118556097,1767512,39.0403045,-121.5604837
95962,95962,B5,G6350,S,76942455,420000,39.3447901,-121.2645551
95963,95963,B5,G6350,S,791684832,14874694,39.7363084,-122.2593382
95965,95965,B5,G6350,S,829307183,42465424,39.5939448,-121.5813626
95966,95966,B5,G6350,S,476723084,22692311,39.4753603,-121.4141104
33605,33605,B5,G6350,S,20247813,3599128,27.9511221,-82.4296797
37362,37362,B5,G6350,S,196557666,44064,35.0312810,-84.6808506
33606,33606,B5,G6350,S,8501295,2227223,27.9174523,-82.4522793
37363,37363,B5,G6350,S,190365707,1734599,35.1156877,-85.0638035
37365,37365,B5,G6350,S,117259396,64085,35.3825297,-85.5597422
23085,23085,B5,G6350,S,111497582,1533307,37.7154567,-76.8319889
43777,43777,B5,G6350,S,137282813,844931,39.8187328,-82.1138678
43778,43778,B5,G6350,S,117068304,40192,39.9992905,-81.3788617
49946,49946,B5,G6350,S,703621465,67475200,46.7208942,-88.3215922
43779,43779,B5,G6350,S,91416209,65053,39.8195698,-81.4277660
23086,23086,B5,G6350,S,214079097,8271209,37.6685728,-77.0544136
49947,49947,B5,G6350,S,827204183,38302084,46.3854174,-89.6163563
43780,43780,B5,G6350,S,92142019,8699625,39.9086712,-81.4379538
23089,23089,B5,G6350,S,156973738,16549282,37.4557955,-76.9035007
43782,43782,B5,G6350,S,31955706,248956,39.6217952,-82.2124666
23091,23091,B5,G6350,S,60033082,1735808,37.6509583,-76.7990176
49948,49948,B5,G6350,S,344289676,1196974,46.7111754,-89.0200146
23092,23092,B5,G6350,S,12706421,5890337,37.6067689,-76.5147485
43783,43783,B5,G6350,S,156023366,1124173,39.8044797,-82.2785808
43786,43786,B5,G6350,S,551794,0,39.7104644,-81.2770123
49950,49950,B5,G6350,S,462748333,29599641,47.3863327,-88.1337036
49952,49952,B5,G6350,S,170361035,3525187,46.7013624,-88.7849452
43787,43787,B5,G6350,S,194829523,3129241,39.5239636,-81.8018220
53537,53537,B5,G6350,S,2286966,0,42.6723955,-89.2105063
61858,61858,B5,G6350,S,74563388,1554299,40.1342579,-87.7618765
61859,61859,B5,G6350,S,81163211,26515,40.1504277,-87.9629048
61862,61862,B5,G6350,S,104362022,212275,40.3060274,-87.9586058
61863,61863,B5,G6350,S,84235988,80662,39.9052548,-88.2784716
53538,53538,B5,G6350,S,257108151,24456300,42.9200440,-88.8571449
53540,53540,B5,G6350,S,3546448,0,43.2292617,-90.2849151
61864,61864,B5,G6350,S,59010110,52474,39.9750645,-88.1527230
53541,53541,B5,G6350,S,160376843,0,42.5661403,-90.0293616
61865,61865,B5,G6350,S,199542720,51984,40.3049246,-87.8024644
53543,53543,B5,G6350,S,205882178,860645,43.0575679,-90.3454599
53544,53544,B5,G6350,S,103599885,17224,42.8775596,-89.9056628
61866,61866,B5,G6350,S,207851708,283531,40.3125868,-88.1545487
53545,53545,B5,G6350,S,64155318,1069388,42.7387372,-89.0402224
61870,61870,B5,G6350,S,107055364,0,39.8975493,-87.6183889
61871,61871,B5,G6350,S,900567,0,40.1902224,-87.9680423
61872,61872,B5,G6350,S,85050203,173063,39.9453764,-88.3781095
61873,61873,B5,G6350,S,174220976,799031,40.1338964,-88.0391224
